feature,importance
is_strong_link,16.982062419171477
local_max_mag_100km_past_30d,11.096945706219485
local_log10_energy_100km_past_30d,10.083618658504221
local_log10_energy_100km_past_1d,7.454560863671911
log10_eta,6.310966851985597
parent_distance_km,6.2522652190160635
events_past_1d,4.709227158507904
event_dayofyear,3.974308328063291
eta,3.7153599275881346
magnitude,3.081326185590252
local_log10_energy_100km_past_7d,2.58767948485045
local_events_50km_past_30d,2.507734152352213
longitude,2.022785725050335
event_month,1.955829109398147
local_events_25km_past_30d,1.884783469262933
parent_magnitude,1.7730207864300283
local_max_mag_100km_past_1d,1.6640859634933316
local_max_mag_100km_past_7d,1.6427478698019988
local_log10_energy_50km_past_7d,1.591348883375714
event_year,1.579887311044781
local_events_100km_past_30d,1.0806821389943095
latitude,0.9279693823024193
events_past_30d,0.7787070209034687
local_events_10km_past_30d,0.5993519173436263
local_events_100km_past_1d,0.4973540946430263
local_events_25km_past_7d,0.46176148220792895
local_events_50km_past_7d,0.43014547379751594
local_max_mag_50km_past_1d,0.28544862832305024
parent_depth_km,0.24895149648448756
parent_time_gap_days,0.2393971631891876
local_log10_energy_25km_past_30d,0.21543586432407325
local_events_25km_past_1d,0.21355276225287542
local_events_100km_past_7d,0.19356414852411602
local_log10_energy_50km_past_1d,0.19325748520727215
event_weekday,0.18400350883223413
local_log10_energy_25km_past_1d,0.11876499868777436
local_max_mag_50km_past_30d,0.08512485097343286
local_max_mag_25km_past_1d,0.08209940970451451
nearest_recent_event_distance_km_past_30d,0.07001737940492128
local_events_50km_past_1d,0.059582896976252936
local_log10_energy_10km_past_30d,0.05745473669093795
local_log10_energy_25km_past_7d,0.0494513189758488
local_max_mag_50km_past_7d,0.034324288131473396
local_max_mag_10km_past_1d,0.02305347974697634
local_log10_energy_10km_past_1d,0.0
event_hour,0.0
has_parent,0.0
depth_km,0.0
local_events_10km_past_1d,0.0
events_past_7d,0.0
local_log10_energy_10km_past_7d,0.0
local_max_mag_25km_past_7d,0.0
local_events_10km_past_7d,0.0
local_max_mag_10km_past_7d,0.0
local_max_mag_10km_past_30d,0.0
local_max_mag_25km_past_30d,0.0
local_log10_energy_50km_past_30d,0.0
nearest_recent_event_magnitude_past_30d,0.0
nearest_recent_event_age_days_past_30d,0.0
