recommended_log10_eta0_gmm_crossover,recommended_eta0_gmm_crossover,left_component_mean_log10_eta,right_component_mean_log10_eta,left_component_weight,right_component_weight
-5.565234446748298,2.7212318991162897e-06,-6.723973270313435,-4.309347196482244,0.3382342361190567,0.6617657638809433
