log10_eta0,eta0,strong_links_eta_lt_eta0,weak_links_eta_ge_eta0,strong_percent
-6.0,1e-06,6968,20200,25.647820965842165
-5.5,3.162277660168379e-06,9007,18161,33.15297408716137
-5.565234446748298,2.7212318991162897e-06,8730,18438,32.13339222614841
-5.0,1e-05,11740,15428,43.21260306242639
-4.5,3.1622776601683795e-05,15706,11462,57.810659599528854
