recommended_log10_eta0_gmm_crossover,recommended_eta0_gmm_crossover,left_component_mean_log10_eta,right_component_mean_log10_eta,left_component_weight,right_component_weight
-5.467018992360526,3.411779910614172e-06,-6.523346501363692,-4.271379147203084,0.33484610519006147,0.6651538948099386
