recommended_log10_eta0_gmm_crossover,recommended_eta0_gmm_crossover,left_component_mean_log10_eta,right_component_mean_log10_eta,left_component_weight,right_component_weight
-5.811898800645318,1.5420597420417747e-06,-7.13882612182942,-4.474689058984429,0.28756594210185754,0.7124340578981424
