recommended_log10_eta0_gmm_crossover,recommended_eta0_gmm_crossover,left_component_mean_log10_eta,right_component_mean_log10_eta,left_component_weight,right_component_weight
-5.469877525168894,3.389397266213024e-06,-6.505559190927031,-4.275106434821911,0.33120668912693585,0.6687933108730642
