feature,importance
is_strong_link,0.51055497
local_events_100km_past_1d,0.13857009
local_log10_energy_100km_past_30d,0.040350936
local_max_mag_100km_past_30d,0.03540598
eta,0.03336862
local_log10_energy_100km_past_7d,0.023929613
local_events_50km_past_30d,0.022997083
local_log10_energy_100km_past_1d,0.015796019
parent_distance_km,0.013417797
magnitude,0.008709981
log10_eta,0.008300587
local_events_25km_past_30d,0.008239961
local_max_mag_100km_past_1d,0.0073243175
longitude,0.00728965
local_events_50km_past_7d,0.006336789
parent_time_gap_days,0.005956133
local_log10_energy_50km_past_1d,0.0058641587
parent_magnitude,0.005285385
local_log10_energy_50km_past_30d,0.0052511436
event_year,0.0049355295
parent_depth_km,0.0047984184
local_events_10km_past_7d,0.0047452995
local_max_mag_100km_past_7d,0.00442536
local_events_10km_past_30d,0.0041572717
local_events_100km_past_7d,0.003989126
local_events_10km_past_1d,0.0034854917
local_log10_energy_50km_past_7d,0.0033604996
latitude,0.0032498343
events_past_1d,0.0032219575
local_max_mag_50km_past_1d,0.003165422
local_events_25km_past_7d,0.0030607618
events_past_30d,0.0027626965
local_events_100km_past_30d,0.0025415267
local_max_mag_25km_past_7d,0.0023689978
event_dayofyear,0.002348787
local_log10_energy_25km_past_7d,0.0023433378
local_events_50km_past_1d,0.0020582583
event_month,0.0020522412
local_log10_energy_25km_past_1d,0.002012085
local_max_mag_10km_past_1d,0.0019968224
local_events_25km_past_1d,0.001994951
local_log10_energy_25km_past_30d,0.0019218439
nearest_recent_event_distance_km_past_30d,0.0018394385
events_past_7d,0.0018285441
local_max_mag_50km_past_7d,0.0018138961
local_log10_energy_10km_past_1d,0.0018059958
local_max_mag_50km_past_30d,0.0017819232
local_log10_energy_10km_past_7d,0.0017630939
depth_km,0.0017546596
local_max_mag_10km_past_30d,0.001754103
local_max_mag_25km_past_1d,0.0017420126
event_weekday,0.0017332023
local_log10_energy_10km_past_30d,0.001615343
event_hour,0.0015233953
local_max_mag_10km_past_7d,0.0014278897
local_max_mag_25km_past_30d,0.0013545504
nearest_recent_event_magnitude_past_30d,0.0011771587
nearest_recent_event_age_days_past_30d,0.0011390717
has_parent,0.0
