recommended_log10_eta0_gmm_crossover,recommended_eta0_gmm_crossover,left_component_mean_log10_eta,right_component_mean_log10_eta,left_component_weight,right_component_weight
-5.467723983371592,3.4062460549428265e-06,-6.506585298331288,-4.274225843103074,0.33281835332743326,0.6671816466725667
