event_id,nn_log_eta_b0
0,
1,0.8998429902261997
2,6.613522189605751
3,5.505996272675323
4,4.87180979016469
5,6.8330645796282985
6,5.5418378702566615
7,5.7791417778406835
8,-1.809858767993651
9,5.156852886242057
10,6.940216642748816
11,0.09838119731819805
12,2.800216717151385
13,5.574670245691569
14,2.2164292940302897
15,4.982065468145198
16,6.280645176335822
17,6.131602292394459
18,7.185849362104393
19,5.814466239380975
20,5.669174321858051
21,5.460476219147101
22,5.321514529840287
23,5.067147818946205
24,2.1002083378893452
25,1.160053301504401
26,4.712904337295886
27,4.989332134680094
28,4.396046516940784
29,5.950083173474725
30,5.205064660555735
31,4.511655486914106
32,5.266168079146375
33,5.035684252570856
34,4.835639590674635
35,4.951760754761551
36,5.219896660167745
37,3.8962407179198317
38,5.42343835577429
39,5.441450909069252
40,1.4451252519230469
41,1.8396904062177675
42,-8.652621897247792
43,5.4040450619714795
44,5.45373065539241
45,5.0711446957633655
46,5.666218979186963
47,5.8687092938839065
48,5.103849897147278
49,4.812026061516912
50,5.1449133925496895
51,6.540186842673458
52,5.224596597340519
53,6.327056146416086
54,4.855656993837927
55,5.599007096550658
56,5.507254789266722
57,5.145154791145142
58,5.582314937059418
59,6.022090602160203
60,6.553281315096769
61,5.600696575763947
62,-6.240625314084957
63,5.215014158245816
64,4.6049869884647014
65,5.730034020775396
66,5.745530227298483
67,5.628327804190525
68,5.149023779276572
69,4.988788588332371
70,4.104858457183546
71,5.15276785687681
72,-6.135984606726502
73,4.61971739202333
74,6.103456197982155
75,5.114927407682317
76,4.464379718816455
77,-6.084210245171521
78,-11.011437702158954
79,-10.322776233203907
80,5.447395468993962
81,3.3350396573409036
82,5.558239516825046
83,3.570824943858927
84,3.5238808194660853
85,5.175960189906682
86,4.672289918808079
87,4.483455511460816
88,-6.976522939145619
89,0.7131931629475985
90,5.562554048962542
91,5.0481414411953045
92,5.131358572322645
93,5.426388128540956
94,-7.562825841701218
95,5.796463195134097
96,5.081816432322875
97,3.9673707923441275
98,5.5366396441690515
99,3.8592973983465093
100,5.7722095059131595
101,4.547026262190626
102,4.583091796953332
103,5.2168317568393485
104,4.006382248358347
105,3.4920334941422753
106,3.623182800270826
107,3.8964414230876008
108,4.170500551542049
109,4.784422646073107
110,4.394530418346681
111,3.9530441863198695
112,3.63361121805532
113,4.216358663319611
114,4.705943165274676
115,4.615387274061223
116,3.3481451271180482
117,3.604882391843983
118,3.6236796069016246
119,4.987564809760724
120,4.532001366579637
121,5.260708233264633
122,4.719975283581364
123,4.4657818028446625
124,4.512276586796338
125,4.512276586796338
126,4.7095720785130935
127,5.151020590941135
128,4.819673620021375
129,4.167303136335062
130,4.083784704169231
131,2.617988171864887
132,3.1057395556407283
133,4.174500968052946
134,3.625278053438012
135,3.9433522215765864
136,1.4558010178923366
137,4.304510204210764
138,2.6154057621063687
139,2.276171858650092
140,3.7087104984700705
141,3.3553332464953662
142,4.186332194429289
143,-0.38568772735123913
144,3.621280880736616
145,4.5888300736560295
146,4.62616269870089
147,-1.4362797350677594
148,0.23029522377438738
149,3.769856446798027
150,5.533831416717603
151,3.1499339669207806
152,3.474039378426779
153,3.160147300663242
154,4.385336940396351
155,3.875419445995967
156,4.471632899252331
157,2.0174521208831453
158,4.735546695162224
159,4.571984109564529
160,3.280482119244126
161,1.8430205346160182
162,2.8222165687324834
163,4.936180937073907
164,4.633269464088073
165,3.919316181945847
166,5.466077928878931
167,4.529849229994154
168,5.245485984975512
169,2.6197855986240257
170,3.290832888976444
171,3.8422207356483504
172,4.4733238086311315
173,4.08647442590933
174,3.5354289366353613
175,5.722562701563387
176,3.4363406189141315
177,3.9290837375891905
178,4.434710330378114
179,4.2954432136434
180,1.6288897439815322
181,4.241660125554261
182,0.6026871303730474
183,1.448403904863902
184,0.17261169537563514
185,0.5601944026217209
186,1.7039686112330443
187,1.3654906280980192
188,0.5475092395517076
189,1.9730639042280735
190,0.8577978839568923
191,1.6653700084452017
192,1.3954547248348022
193,2.538975030402117
194,4.009220546218883
195,0.59063387733377
196,2.635029710808903
197,1.4032306607509368
198,-1.160779287465521
199,0.23817474697335417
200,1.4304095741437108
201,1.3440906343339134
202,3.384080413496316
203,1.4655273181852906
204,2.432244410887925
205,2.677594432707391
206,3.8867011695134237
207,3.6181096443870597
208,2.5975688905424534
209,2.80163417407733
210,2.543563116148152
211,2.2671796704415756
212,4.490928520519769
213,2.9204581456348904
214,3.7967802366275127
215,-2.889872654159878
216,3.9504876671823683
217,2.7755447692598474
218,5.050838319469879
219,2.7507153421979296
220,4.813193674161143
221,2.562105963177413
222,3.3538164291831043
223,-0.9521961722586318
224,-0.5065072550111929
225,3.588425534596307
226,3.642492828723257
227,3.2610664575754065
228,2.4999442569005788
229,1.688253835395614
230,3.2614424914649143
231,4.233910241497011
232,3.1009342185129993
233,3.459058643887512
234,4.607926864180914
235,4.756163252640007
236,-0.7533099950642597
237,0.44783391188594557
238,1.687728181569852
239,1.3599187821580816
240,4.4864712513065035
241,3.5681687130071227
242,2.502415107400523
243,2.8397862703506895
244,0.4998530711107909
245,-0.1334280655702722
246,-0.8461419264833134
247,-1.1061822172793967
248,-1.3294358217165012
249,0.5054085531797265
250,0.6629251277679109
251,0.37234224125861815
252,-0.06576350019427357
253,-1.1421344032776228
254,-1.6997082427500287
255,-0.5170204584951943
256,1.652556084242582
257,-1.9353895466930577
258,-2.2821357491263683
259,-0.6629810613005489
260,-1.1047794802530593
261,-1.3224410268732636
262,-1.0935751678671513
263,-0.23141490672856158
264,0.25258360729038776
265,0.7834015684256928
266,1.60834774842797
267,0.3803225397796721
268,3.9148473267845856
269,1.1399758269597238
270,0.7724876088768975
271,4.1406842919829225
272,4.828278006570633
273,1.2818039547188522
274,1.5415611379182388
275,3.7760765088693864
276,3.5483449390296746
277,3.550477257393733
278,2.704577108585637
279,3.6486256133669634
280,3.110279182603955
281,0.4181708739447936
282,0.6781309760881586
283,4.880167828344541
284,2.86596107000814
285,4.721956534720546
286,3.867645403185296
287,2.8539178023376803
288,2.8106056570452953
289,3.4127543969358154
290,3.9312305663165694
291,2.737999168601613
292,5.832794189685396
293,3.0968765887691987
294,3.3648364780298072
295,3.1303293759717103
296,4.203945081099497
297,2.23182513669739
298,2.793960984265361
299,3.7636677299629007
300,2.2993450020339585
301,1.815970022419164
302,3.392301411682721
303,3.509294923533407
304,4.206090887183771
305,4.262492164127755
306,2.6877307832479578
307,4.703287206210545
308,-1.329229724377769
309,0.1490073037363917
310,-0.5805693996725378
311,0.10917337798455184
312,4.161075689677555
313,3.9664932479521022
314,0.681749388257882
315,4.593217914775146
316,2.728372558104437
317,3.4563673911940915
318,3.6822211166014305
319,2.477068924814637
320,3.3382526690667005
321,4.518193774692816
322,3.73873231315258
323,3.3419324938619854
324,1.0362165044528493
325,0.021466267781155235
326,-0.5720267319869583
327,-0.21019709840594514
328,-1.2943271558632758
329,-0.7131295572576839
330,-1.1281647252374372
331,0.4276940947082828
332,0.8018383541269478
333,-0.5005206679209904
334,0.17367426190024915
335,-0.1686621776324677
336,-0.9174350695707334
337,-1.650998856854494
338,0.15024561963508587
339,0.04414406079427202
340,-0.3661291928861483
341,-0.37302590923897583
342,0.4738739477808296
343,0.7402625467819677
344,0.7480955183675209
345,-1.1570985709600823
346,0.31114187569681895
347,0.21808294155625596
348,2.226044063158571
349,0.597828778759788
350,4.0254823962343105
351,1.409463751146725
352,0.7836733466333086
353,1.0836013258340973
354,0.03383452271371601
355,-1.2827210931655535
356,1.0320870039061432
357,0.6056268513009153
358,1.2126891031949736
359,1.6597550109772192
360,3.3929726416415917
361,1.238942301119993
362,1.1701721755753303
363,0.865946041443916
364,2.8262767525983556
365,2.3219608133849237
366,2.3702542176603947
367,4.326178736842225
368,3.6741496730985737
369,3.615973429388328
370,4.586337241462377
371,3.917893982051063
372,4.510666552169979
373,1.82420834542194
374,2.3254156839929867
375,1.8643725226018941
376,1.920922155910226
377,2.730429675547589
378,3.5792952493369383
379,3.600784258049179
380,3.172444211735754
381,3.233073610392391
382,3.0490424606913775
383,3.5911832286287337
384,-1.2401010154695258
385,-1.6331931642863005
386,-1.8537079847013334
387,-0.9147629867184026
388,-1.3049886445450691
389,-1.0631390875735485
390,0.4756002731004365
391,3.0486501390584464
392,1.152809279052932
393,0.9518121999974594
394,2.6918713455816508
395,3.448870527156706
396,2.054142087668562
397,-0.17360975571698223
398,4.513812422929021
399,1.0982332227759337
400,0.9679987144402937
401,3.4070228675740766
402,2.7627103528836794
403,3.397886895719924
404,4.15897288953675
405,4.012742261357955
406,2.6149108732314605
407,0.8951171324127589
408,3.393729774721179
409,-0.7191791630810405
410,3.9925636514024623
411,3.5548359441053257
412,3.4685086971975596
413,2.940530642617659
414,3.234441256656306
415,4.488104664876727
416,2.8147528608647123
417,3.8604057525172073
418,3.185878677317438
419,3.5488684392926424
420,3.680936966800028
421,2.8220659574121667
422,4.080051416848354
423,3.7811363472520108
424,4.422910515082674
425,3.4218656073929674
426,3.0586732538983874
427,3.3567354352127947
428,4.5174805884479845
429,5.908283175720921
430,3.9411702987083563
431,4.929552372398388
432,-1.5542121895775622
433,2.7344676299805966
434,3.876806511749669
435,3.932929878725293
436,2.6806713001077624
437,1.816282513109313
438,4.638653533931452
439,4.633476032496247
440,2.3934131292061025
441,1.934499846776229
442,2.9660118096054084
443,1.9395329973990192
444,3.1270334817684837
445,2.9763145100019894
446,2.1314644553894397
447,1.2372259835513573
448,3.3746182327344294
449,3.411771232438675
450,3.322791434079852
451,3.7413372645992937
452,3.230119156680121
453,3.680762741232038
454,0.9071827602068161
455,1.862658807490362
456,3.8624721254011973
457,3.8624721254011973
458,5.718030384109808
459,3.028900830220041
460,-1.7417404262639553
461,0.6215010753158197
462,0.4528040394984525
463,-0.28150374361350217
464,0.30272986458926043
465,2.622373632312127
466,2.9544888537034004
467,1.5359527038494645
468,3.604933633369516
469,2.0327461138028933
470,3.0943007202245916
471,2.9731847626862966
472,2.862817819825299
473,3.306955237955621
474,-6.233111786139938
475,2.4086464302489983
476,2.6326937489466857
477,3.4079464210890644
478,4.103519298744568
479,2.4181229078916058
480,3.9851429803511667
481,4.2595369849680145
482,3.381006779854755
483,2.488957678747198
484,3.8931814760941355
485,4.764833650611082
486,5.351748610094141
487,1.2365871490151694
488,3.311775468812206
489,4.304422502501379
490,4.73805030189404
491,2.696053892004408
492,2.543620974197626
493,4.34826101042104
494,4.167837042520644
495,4.547377896232217
496,1.0466404333591042
497,1.9716483710735893
498,4.861932199030418
499,3.666147630780547
500,3.971251854130146
501,5.73562870396867
502,3.678667882279717
503,3.882725071695781
504,3.099129030703037
505,3.4770802674213925
506,3.50595963724954
507,3.4872127000056836
508,4.349174621622303
509,3.3935316194556973
510,4.316647337763167
511,3.7050670417947478
512,3.466378630201675
513,4.507587351749106
514,3.122610528735805
515,3.7848969810341706
516,5.191911139939405
517,5.3512312119676775
518,3.797294044031186
519,3.722538050627505
520,5.289621956084561
521,4.119319111132917
522,4.649772773160876
523,3.7567513903345686
524,3.2704372350948545
525,3.579667422560884
526,4.865413167317986
527,4.0411419049217745
528,4.419242850891884
529,3.4262318249550194
530,3.6458568201436883
531,5.019119030147143
532,2.7040706368263514
533,2.6988907046338952
534,5.780703828484397
535,4.516823077231288
536,5.594783632073984
537,3.66271768485836
538,4.067137131397107
539,2.21628718572018
540,4.385301998156497
541,0.44092494079952305
542,4.552033148295534
543,3.9862930469458284
544,5.8359221072470016
545,3.7982513155670663
546,2.5329421481927845
547,3.6752492645115566
548,3.227948287098772
549,4.376670819223963
550,5.082455431478374
551,-0.5092636001498523
552,5.1196251151145376
553,5.212209033958977
554,2.787718684717186
555,-0.7077987766656539
556,5.015258962062881
557,4.492264445292241
558,3.4332846042839
559,4.965815222386102
560,1.26616305543598
561,4.461808340731194
562,4.134406191304648
563,3.992724399877921
564,4.244804029268831
565,5.185211820164577
566,4.729762688544621
567,4.757508619509532
568,4.260251142849117
569,3.6492056332363045
570,4.475851850696614
571,3.767878410695579
572,3.238880802858076
573,4.060483885992637
574,2.972884901249388
575,5.0021399968868785
576,4.286683721973025
577,4.254914615372894
578,5.18514665766536
579,4.712400428954762
580,3.5684639706301398
581,3.245559228166521
582,4.185151080148578
583,4.432970336850552
584,0.15151888373841693
585,0.42474471570309813
586,-0.19509199691330714
587,3.635208405672953
588,3.526604800708502
589,4.128882103913467
590,0.9213173410250075
591,-2.135113763381529
592,-0.09661063247338308
593,-1.1988855643210834
594,-0.5369191560532718
595,-0.8859135040088408
596,0.7974952878959494
597,-1.2225560831872007
598,-1.6092759165522708
599,-1.4487500606625732
600,-0.27547899775401197
601,-0.9141407848139211
602,-0.409455319409433
603,0.8711089570406783
604,-0.3352987656596573
605,-0.6049478806917885
606,-0.8935588375301577
607,-0.4532415120225415
608,1.3382219660697166
609,0.5577097814679037
610,-0.3102109209216022
611,1.745821838560067
612,0.9527130956552945
613,2.655202527154427
614,3.101516541178671
615,2.263175874030642
616,1.8813104907164564
617,1.4507861718963948
618,2.255006572741533
619,1.2832412564970945
620,1.2832412564970945
621,4.257546183333799
622,2.80740146167158
623,3.6096437305026763
624,1.2732837291245551
625,4.294655410279431
626,2.2037459226963203
627,2.2037459226963203
628,4.627950117057731
629,3.7021935794249776
630,4.027212332769662
631,2.3237279127988586
632,4.116080061329215
633,1.137947576302028
634,3.1560136418729607
635,4.269672435284424
636,3.55566550234997
637,3.452719656533005
638,3.9586244695142283
639,2.437490928702287
640,3.6018676068359277
641,3.368621303710302
642,4.927744826976927
643,4.927744826976927
644,4.401296857539469
645,3.5991843226723894
646,0.806053322368196
647,-1.9873963342217067
648,0.43177697936766357
649,1.152459545146593
650,4.53847258000651
651,0.230880191213231
652,0.06063481270797233
653,-0.12030004432882802
654,0.4133840378313818
655,4.078546062139575
656,1.9660888968720431
657,-0.030114072655137658
658,0.7863836670891693
659,2.4147432608316652
660,2.897555872037468
661,3.859644829956597
662,3.262154512045748
663,1.5528264036149508
664,3.3223595511631157
665,3.2279830977603337
666,-2.1307114187878757
667,-1.2762468050111835
668,3.6280485588034357
669,4.508507702022002
670,4.65792423530334
671,3.938970948946286
672,5.38928064796176
673,4.501500235657298
674,4.501500235657298
675,4.036516094950087
676,-1.310574361655581
677,3.2979766500323375
678,3.417275360585713
679,4.93741999684341
680,4.385096533832855
681,4.55203084008454
682,3.13470093755317
683,3.380873482154626
684,3.1277778708682433
685,2.4679338806520024
686,4.019223615201124
687,4.999126790192764
688,3.4089124679036313
689,-2.892498800529835
690,4.226526418189924
691,4.079261102925475
692,5.085036232613474
693,5.0388649166128285
694,3.5214041481293346
695,2.343879750876112
696,3.1537887797646853
697,-1.8771969016754855
698,-0.3510814914947953
699,-1.4657866767484182
700,3.9744668451221594
701,1.385878358797339
702,0.9325956579379442
703,1.0771128093320383
704,3.0671232139198548
705,3.657897307613065
706,3.7592839413010517
707,-2.0967750143681965
708,-1.0155044473069772
709,-2.012078691380885
710,-0.39356450353143213
711,1.8960211838240015
712,1.81997498339891
713,0.12727178445591436
714,0.04252870881781101
715,1.0445269672499007
716,2.3876670011486016
717,1.5594682100970232
718,3.2729682811160816
719,1.6323659168041897
720,4.902723408910142
721,2.2140089898271453
722,3.979580554336789
723,4.205951566562899
724,3.591053376645021
725,5.200136051052324
726,4.132269741792663
727,2.3613702229744944
728,4.23081363106722
729,3.705304061862952
730,4.571852940594512
731,2.8901480842840552
732,-1.420616085781523
733,2.028407973750987
734,1.1772893955071297
735,2.1330058961736817
736,2.3644469460049415
737,2.60673747741957
738,4.299006954291463
739,3.898418170304913
740,3.6809195698017048
741,3.2861572614631247
742,4.236004621791993
743,3.1599518945454146
744,2.3670899266255914
745,1.1747375163555993
746,4.172007249819851
747,4.493319959488099
748,3.3623298572217117
749,0.9560546847141658
750,3.7293357247682133
751,5.265711246323395
752,3.5582529963153586
753,5.21155979022624
754,4.155224768489816
755,4.088926089809928
756,4.4599769218420695
757,2.905326999001538
758,3.5591206816954193
759,4.133369237618492
760,-1.5127474126533924
761,4.443529785404218
762,3.636132610687543
763,3.603949973167732
764,5.076879206829199
765,4.56098649930206
766,1.4000093039888966
767,4.2716300008938575
768,3.82906720281526
769,3.231104525473304
770,4.001509856628588
771,2.7207256982090136
772,4.976429266092691
773,3.041291585502498
774,3.179627503189524
775,2.8607508025912765
776,4.174383229341073
777,2.508916494527632
778,4.960856541367643
779,3.9233750932553253
780,3.917466618607027
781,3.5833967587965043
782,2.8562875229048164
783,3.935837299705081
784,4.82372344351127
785,4.67520851772685
786,4.046791032522727
787,4.918606668581322
788,4.08763590261106
789,1.1622653923946493
790,4.13663703612346
791,0.7488006413467287
792,4.749237269205949
793,3.621417066901851
794,3.6530452978806633
795,-0.16309378955930676
796,4.627365007060247
797,2.710498691877112
798,3.21669886018381
799,4.139913007704694
800,1.7753236980278688
801,3.8195414880433054
802,4.967743688051836
803,5.107378141581484
804,4.545215830003607
805,3.7054505810274505
806,3.583589697399666
807,2.8844274367557516
808,4.145036836519055
809,3.8560745363543383
810,5.033784620951608
811,3.417574391719162
812,3.323413731795986
813,3.4548234536863367
814,3.855115199825154
815,3.5610220392976117
816,4.352243374384339
817,0.27608632660143995
818,3.148684272285824
819,3.9054065583013635
820,3.8553425178402208
821,2.5685299194671583
822,-1.0782247338975912
823,3.9825623030320885
824,4.452583583834818
825,2.7612684541452883
826,3.5954437436382087
827,3.330492532536868
828,3.8957502419066814
829,4.567287677511276
830,2.9885364989807752
831,3.6018255954817993
832,0.902283913008572
833,4.377474934361925
