recommended_log10_eta0_gmm_crossover,recommended_eta0_gmm_crossover,left_component_mean_log10_eta,right_component_mean_log10_eta,left_component_weight,right_component_weight
-5.520133021776417,3.019026869077733e-06,-6.6280364229791155,-4.294895155970985,0.33433252518496104,0.6656674748150391
