log10_eta0,eta0,strong_links_eta_lt_eta0,weak_links_eta_ge_eta0,strong_percent
-6.0,1e-06,13441,41900,24.287598706203354
-5.5,3.162277660168379e-06,17686,37655,31.958222655897075
-5.520133021776417,3.019026869077733e-06,17499,37842,31.620317666829294
-5.0,1e-05,23231,32110,41.97791872210477
-4.5,3.1622776601683795e-05,31599,23742,57.09871523825012
