recommended_log10_eta0_gmm_crossover,recommended_eta0_gmm_crossover,left_component_mean_log10_eta,right_component_mean_log10_eta,left_component_weight,right_component_weight
-5.547282313571775,2.836074835751608e-06,-6.687762181051489,-4.371914019159432,0.3376393461892115,0.6623606538107886
