feature,importance
events_past_7d,0.06332875285046101
events_past_30d,0.06311232347389537
local_log10_energy_100km_past_7d,0.06023531082279498
local_log10_energy_100km_past_1d,0.056049485648198
log10_eta,0.05530832981335747
local_log10_energy_100km_past_30d,0.04441545475290179
event_dayofyear,0.041837923628586786
parent_time_gap_days,0.03944307664191864
events_past_1d,0.038534152085595345
local_max_mag_100km_past_30d,0.028885839064064056
local_max_mag_100km_past_7d,0.02785898023844485
local_max_mag_100km_past_1d,0.024150034458284418
longitude,0.021268372497213063
event_month,0.02047094615399604
is_strong_link,0.020018089262191504
parent_magnitude,0.019511182648298455
eta,0.01932139184730886
local_events_100km_past_1d,0.018888153105029424
local_events_100km_past_7d,0.017780140162648617
local_events_100km_past_30d,0.017337526051985134
local_log10_energy_50km_past_1d,0.017301085417330414
local_log10_energy_50km_past_7d,0.01697753107085624
local_log10_energy_50km_past_30d,0.016778550141501567
latitude,0.01419999991246702
local_events_50km_past_30d,0.012157348626445345
local_events_50km_past_7d,0.011842764031077918
parent_distance_km,0.011757235721292334
local_events_50km_past_1d,0.011664797024254775
local_max_mag_50km_past_1d,0.011573916213071331
nearest_recent_event_age_days_past_30d,0.010700320321758048
magnitude,0.010236700558553951
local_events_25km_past_7d,0.010215794718437012
local_events_25km_past_30d,0.009562403610167589
local_events_25km_past_1d,0.009381430334383524
parent_depth_km,0.009343034485352583
local_events_10km_past_7d,0.008687050000381008
local_events_10km_past_30d,0.008627773626436096
event_weekday,0.008251653400250641
local_max_mag_50km_past_7d,0.008251220646920186
local_events_10km_past_1d,0.00785176599512142
local_log10_energy_25km_past_1d,0.007135754853776115
local_log10_energy_25km_past_7d,0.007002132250292296
local_max_mag_50km_past_30d,0.006982977787393583
local_log10_energy_25km_past_30d,0.006956718662056158
event_year,0.005244789071466844
depth_km,0.004466666898892596
event_hour,0.004096007183009984
local_log10_energy_10km_past_1d,0.004038607718087674
local_log10_energy_10km_past_30d,0.0039158464760171065
local_log10_energy_10km_past_7d,0.0036778867985186553
local_max_mag_25km_past_7d,0.003557383262640347
nearest_recent_event_magnitude_past_30d,0.003504213953180231
local_max_mag_25km_past_1d,0.0034821922692340177
nearest_recent_event_distance_km_past_30d,0.0031227327053510966
local_max_mag_25km_past_30d,0.0030876441859302196
local_max_mag_10km_past_1d,0.0022420062246981307
local_max_mag_10km_past_7d,0.0022192870955539774
local_max_mag_10km_past_30d,0.0021493115406680486
has_parent,0.0
