feature,importance
log10_eta,0.10876467876961142
is_strong_link,0.10829948115896545
local_events_50km_past_1d,0.07363319037895759
local_events_100km_past_1d,0.06654847619973432
local_log10_energy_50km_past_7d,0.0582653606989689
local_log10_energy_100km_past_1d,0.04617468839023062
local_log10_energy_50km_past_1d,0.044415809258673965
local_log10_energy_100km_past_7d,0.042187508090907634
local_events_50km_past_7d,0.037575258839207835
local_log10_energy_50km_past_30d,0.02642637708918543
local_log10_energy_100km_past_30d,0.02470566422265589
local_events_25km_past_1d,0.023382624408161003
local_max_mag_50km_past_7d,0.023218232452728516
local_events_25km_past_7d,0.021767367782276375
local_max_mag_100km_past_30d,0.020457898989896476
magnitude,0.01914863561690626
local_max_mag_50km_past_1d,0.017070272327925837
local_events_100km_past_7d,0.016479334118179426
local_max_mag_100km_past_1d,0.016325361163299378
local_max_mag_50km_past_30d,0.013777461654845957
local_events_100km_past_30d,0.011471713106561645
local_log10_energy_25km_past_7d,0.011373722813694991
local_events_50km_past_30d,0.011191358114671894
local_max_mag_100km_past_7d,0.011018387043329643
latitude,0.008819312947412627
eta,0.008292108128624439
parent_distance_km,0.007844263209652529
event_dayofyear,0.007119165456695657
local_events_25km_past_30d,0.007062858825204036
longitude,0.006923232851019854
events_past_30d,0.006195308264787825
parent_time_gap_days,0.00607489120834132
local_log10_energy_25km_past_30d,0.005882277508983461
parent_magnitude,0.005855743531013447
events_past_7d,0.004946683542790014
local_events_10km_past_30d,0.00483134905707288
parent_depth_km,0.0046620097502955374
events_past_1d,0.004299822082590048
local_max_mag_25km_past_7d,0.004092467016147583
event_year,0.004069532315548624
local_log10_energy_25km_past_1d,0.003973224775410702
local_max_mag_25km_past_30d,0.00388047110418225
depth_km,0.003826753848523602
event_month,0.003660657942927764
nearest_recent_event_age_days_past_30d,0.0036524122616171787
local_log10_energy_10km_past_7d,0.0034280243052160066
nearest_recent_event_distance_km_past_30d,0.0034038526980243065
local_log10_energy_10km_past_30d,0.0032236846920165
local_events_10km_past_7d,0.002972352653616431
nearest_recent_event_magnitude_past_30d,0.0025370055324149023
event_hour,0.002464294361977249
local_max_mag_25km_past_1d,0.002305011319999739
local_max_mag_10km_past_30d,0.002191962558966501
event_weekday,0.0017806938885689238
local_log10_energy_10km_past_1d,0.0016768830848215921
local_max_mag_10km_past_7d,0.001596579797674551
local_events_10km_past_1d,0.0015382332057761348
local_max_mag_10km_past_1d,0.0012380135825092182
has_parent,0.0
